order_id,item_id,customer_name,customer_city,customer_state,customer_zipcode,product_name,brand_name,category_name,model_year,total_units,list_price,discount,item_sale_price,revenue,order_date,required_date,shipped_date,order_status,store_name,store_city,store_state,store_zipcode,sales_rep
473,1,Elmo Arnold,Long Beach,NY,11561,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,1,599.99,0.07,557.9907,557.9907,2016-09-30,2016-10-02,2016-10-03,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
474,1,Rory Cooper,Rocklin,CA,95677,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,2016,2,449.00,0.05,426.5500,853.1000,2016-10-01,2016-10-04,2016-10-04,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
474,2,Rory Cooper,Rocklin,CA,95677,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,2016,1,1680.99,0.20,1344.7920,1344.7920,2016-10-01,2016-10-04,2016-10-04,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
475,1,Manie Sanchez,Queensbury,NY,12804,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2016,2,429.00,0.07,398.9700,797.9400,2016-10-01,2016-10-04,2016-10-03,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
475,2,Manie Sanchez,Queensbury,NY,12804,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,2,599.99,0.20,479.9920,959.9840,2016-10-01,2016-10-04,2016-10-03,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
475,3,Manie Sanchez,Queensbury,NY,12804,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,2016,1,499.99,0.20,399.9920,399.9920,2016-10-01,2016-10-04,2016-10-03,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
476,1,Basilia Thornton,Brentwood,NY,11717,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2016,2,269.99,0.07,251.0907,502.1814,2016-10-01,2016-10-04,2016-10-02,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
476,2,Basilia Thornton,Brentwood,NY,11717,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,2016,2,2899.99,0.20,2319.9920,4639.9840,2016-10-01,2016-10-04,2016-10-02,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
476,3,Basilia Thornton,Brentwood,NY,11717,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,2016,2,1680.99,0.07,1563.3207,3126.6414,2016-10-01,2016-10-04,2016-10-02,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
476,4,Basilia Thornton,Brentwood,NY,11717,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2016,2,599.99,0.05,569.9905,1139.9810,2016-10-01,2016-10-04,2016-10-02,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
477,1,Josie Schultz,Canyon Country,CA,91387,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,2016,1,469.99,0.10,422.9910,422.9910,2016-10-02,2016-10-05,2016-10-04,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
477,2,Josie Schultz,Canyon Country,CA,91387,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2016,1,1549.00,0.05,1471.5500,1471.5500,2016-10-02,2016-10-05,2016-10-04,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
478,1,Jayme Zamora,Springfield Gardens,NY,11413,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2016,2,269.99,0.07,251.0907,502.1814,2016-10-02,2016-10-05,2016-10-03,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
479,1,Ivette Warren,Franklin Square,NY,11010,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,1,599.99,0.07,557.9907,557.9907,2016-10-03,2016-10-04,2016-10-04,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
479,2,Ivette Warren,Franklin Square,NY,11010,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2016,1,549.99,0.05,522.4905,522.4905,2016-10-03,2016-10-04,2016-10-04,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
479,3,Ivette Warren,Franklin Square,NY,11010,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2016,1,269.99,0.20,215.9920,215.9920,2016-10-03,2016-10-04,2016-10-04,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
479,4,Ivette Warren,Franklin Square,NY,11010,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2016,1,3999.99,0.05,3799.9905,3799.9905,2016-10-03,2016-10-04,2016-10-04,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
479,5,Ivette Warren,Franklin Square,NY,11010,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2016,1,1549.00,0.20,1239.2000,1239.2000,2016-10-03,2016-10-04,2016-10-04,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
480,1,Darcel Harmon,Santa Clara,CA,95050,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,2016,1,2899.99,0.05,2754.9905,2754.9905,2016-10-04,2016-10-07,2016-10-05,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
480,2,Darcel Harmon,Santa Clara,CA,95050,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,2016,1,529.99,0.05,503.4905,503.4905,2016-10-04,2016-10-07,2016-10-05,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
480,3,Darcel Harmon,Santa Clara,CA,95050,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,2,299.99,0.07,278.9907,557.9814,2016-10-04,2016-10-07,2016-10-05,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
481,1,Jayson Rutledge,Lake Jackson,TX,77566,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,2,269.99,0.20,215.9920,431.9840,2016-10-04,2016-10-07,2016-10-06,4,Rowlett Bikes,Rowlett,TX,75088,Layla Terrell
481,2,Jayson Rutledge,Lake Jackson,TX,77566,Electra Townie Original 7D EQ - 2016,Electra,Cruisers Bicycles,2016,2,599.99,0.07,557.9907,1115.9814,2016-10-04,2016-10-07,2016-10-06,4,Rowlett Bikes,Rowlett,TX,75088,Layla Terrell
481,3,Jayson Rutledge,Lake Jackson,TX,77566,Trek Conduit+ - 2016,Trek,Electric Bikes,2016,2,2999.99,0.10,2699.9910,5399.9820,2016-10-04,2016-10-07,2016-10-06,4,Rowlett Bikes,Rowlett,TX,75088,Layla Terrell
482,1,Whitney Cash,Hamburg,NY,14075,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,1,269.99,0.20,215.9920,215.9920,2016-10-05,2016-10-06,2016-10-06,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
482,2,Whitney Cash,Hamburg,NY,14075,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-05,2016-10-06,2016-10-06,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
483,1,Diana Cobb,Fullerton,CA,92831,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2016,1,429.00,0.07,398.9700,398.9700,2016-10-06,2016-10-07,2016-10-09,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
484,1,Iola Rasmussen,Monroe,NY,10950,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2016,2,1799.99,0.10,1619.9910,3239.9820,2016-10-06,2016-10-09,2016-10-07,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
484,2,Iola Rasmussen,Monroe,NY,10950,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,2016,1,549.99,0.05,522.4905,522.4905,2016-10-06,2016-10-09,2016-10-07,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
484,3,Iola Rasmussen,Monroe,NY,10950,Trek Conduit+ - 2016,Trek,Electric Bikes,2016,2,2999.99,0.05,2849.9905,5699.9810,2016-10-06,2016-10-09,2016-10-07,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
484,4,Iola Rasmussen,Monroe,NY,10950,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,2016,1,469.99,0.20,375.9920,375.9920,2016-10-06,2016-10-09,2016-10-07,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
485,1,Birdie Kramer,Troy,NY,12180,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-06,2016-10-08,2016-10-07,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
485,2,Birdie Kramer,Troy,NY,12180,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,2,599.99,0.05,569.9905,1139.9810,2016-10-06,2016-10-08,2016-10-07,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
486,1,Vinnie Chan,Forest Hills,NY,11375,Trek Conduit+ - 2016,Trek,Electric Bikes,2016,1,2999.99,0.07,2789.9907,2789.9907,2016-10-06,2016-10-08,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
486,2,Vinnie Chan,Forest Hills,NY,11375,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,2,299.99,0.05,284.9905,569.9810,2016-10-06,2016-10-08,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
487,1,George Pickett,Sunnyside,NY,11104,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,2016,1,469.99,0.20,375.9920,375.9920,2016-10-06,2016-10-09,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
488,1,Evelin Vargas,Webster,NY,14580,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,2,269.99,0.07,251.0907,502.1814,2016-10-06,2016-10-09,2016-10-08,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
488,2,Evelin Vargas,Webster,NY,14580,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,2,299.99,0.05,284.9905,569.9810,2016-10-06,2016-10-09,2016-10-08,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
488,3,Evelin Vargas,Webster,NY,14580,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2016,1,269.99,0.05,256.4905,256.4905,2016-10-06,2016-10-09,2016-10-08,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
489,1,Carisa Carpenter,Victoria,TX,77904,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2016,2,1799.99,0.10,1619.9910,3239.9820,2016-10-06,2016-10-08,2016-10-08,4,Rowlett Bikes,Rowlett,TX,75088,Kali Vargas
490,1,Onita Macdonald,Glen Cove,NY,11542,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2016,1,549.99,0.10,494.9910,494.9910,2016-10-07,2016-10-10,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
490,2,Onita Macdonald,Glen Cove,NY,11542,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,1,299.99,0.05,284.9905,284.9905,2016-10-07,2016-10-10,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
490,3,Onita Macdonald,Glen Cove,NY,11542,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-07,2016-10-10,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
490,4,Onita Macdonald,Glen Cove,NY,11542,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,2,269.99,0.07,251.0907,502.1814,2016-10-07,2016-10-10,2016-10-09,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
491,1,Ji Burt,Apple Valley,CA,92307,Trek Conduit+ - 2016,Trek,Electric Bikes,2016,2,2999.99,0.20,2399.9920,4799.9840,2016-10-08,2016-10-10,2016-10-11,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
491,2,Ji Burt,Apple Valley,CA,92307,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2016,2,269.99,0.05,256.4905,512.9810,2016-10-08,2016-10-10,2016-10-11,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
491,3,Ji Burt,Apple Valley,CA,92307,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,2016,2,529.99,0.05,503.4905,1006.9810,2016-10-08,2016-10-10,2016-10-11,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
492,1,Graciela Barber,Oxnard,CA,93035,Surly Ice Cream Truck Frameset - 2016,Surly,Mountain Bikes,2016,1,469.99,0.10,422.9910,422.9910,2016-10-09,2016-10-10,2016-10-12,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
492,2,Graciela Barber,Oxnard,CA,93035,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2016,2,269.99,0.10,242.9910,485.9820,2016-10-09,2016-10-10,2016-10-12,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
492,3,Graciela Barber,Oxnard,CA,93035,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,1,599.99,0.05,569.9905,569.9905,2016-10-09,2016-10-10,2016-10-12,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
493,1,Rosalie Coffey,Upland,CA,91784,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,2016,1,529.99,0.05,503.4905,503.4905,2016-10-09,2016-10-12,2016-10-11,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
493,2,Rosalie Coffey,Upland,CA,91784,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,2016,2,449.00,0.05,426.5500,853.1000,2016-10-09,2016-10-12,2016-10-11,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
493,3,Rosalie Coffey,Upland,CA,91784,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,1,599.99,0.05,569.9905,569.9905,2016-10-09,2016-10-12,2016-10-11,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
494,1,Tanesha Sawyer,Rosedale,NY,11422,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,1,299.99,0.10,269.9910,269.9910,2016-10-09,2016-10-10,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
495,1,Kecia Olsen,Santa Cruz,CA,95060,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2016,1,269.99,0.20,215.9920,215.9920,2016-10-10,2016-10-12,2016-10-13,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
495,2,Kecia Olsen,Santa Cruz,CA,95060,Trek Conduit+ - 2016,Trek,Electric Bikes,2016,1,2999.99,0.05,2849.9905,2849.9905,2016-10-10,2016-10-12,2016-10-13,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
496,1,Ayanna Rhodes,Hicksville,NY,11801,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,1,299.99,0.20,239.9920,239.9920,2016-10-10,2016-10-12,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
496,2,Ayanna Rhodes,Hicksville,NY,11801,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-10,2016-10-12,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
496,3,Ayanna Rhodes,Hicksville,NY,11801,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2016,2,269.99,0.20,215.9920,431.9840,2016-10-10,2016-10-12,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
497,1,Kandis Mills,Hamburg,NY,14075,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,2016,2,499.99,0.07,464.9907,929.9814,2016-10-10,2016-10-11,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
498,1,Divina Reeves,Newburgh,NY,12550,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,2016,1,549.99,0.07,511.4907,511.4907,2016-10-10,2016-10-12,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
498,2,Divina Reeves,Newburgh,NY,12550,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-10,2016-10-12,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
498,3,Divina Reeves,Newburgh,NY,12550,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2016,1,1549.00,0.07,1440.5700,1440.5700,2016-10-10,2016-10-12,2016-10-11,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
499,1,Rodrick Shelton,Canyon Country,CA,91387,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,2016,1,1680.99,0.20,1344.7920,1344.7920,2016-10-11,2016-10-14,2016-10-13,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
499,2,Rodrick Shelton,Canyon Country,CA,91387,Electra Moto 1 - 2016,Electra,Cruisers Bicycles,2016,1,529.99,0.07,492.8907,492.8907,2016-10-11,2016-10-14,2016-10-13,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
499,3,Rodrick Shelton,Canyon Country,CA,91387,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2016,2,269.99,0.20,215.9920,431.9840,2016-10-11,2016-10-14,2016-10-13,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
499,4,Rodrick Shelton,Canyon Country,CA,91387,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2016,2,599.99,0.10,539.9910,1079.9820,2016-10-11,2016-10-14,2016-10-13,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
500,1,Julee Woodard,Richmond Hill,NY,11418,Electra Townie Original 21D - 2016,Electra,Cruisers Bicycles,2016,2,549.99,0.05,522.4905,1044.9810,2016-10-11,2016-10-12,2016-10-13,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
500,2,Julee Woodard,Richmond Hill,NY,11418,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2016,1,269.99,0.20,215.9920,215.9920,2016-10-11,2016-10-12,2016-10-13,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
501,1,Barton Cox,Amityville,NY,11701,Pure Cycles William 3-Speed - 2016,Pure Cycles,Cruisers Bicycles,2016,2,449.00,0.05,426.5500,853.1000,2016-10-11,2016-10-12,2016-10-13,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
501,2,Barton Cox,Amityville,NY,11701,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2016,1,1799.99,0.07,1673.9907,1673.9907,2016-10-11,2016-10-12,2016-10-13,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
501,3,Barton Cox,Amityville,NY,11701,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Cruisers Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-11,2016-10-12,2016-10-13,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
501,4,Barton Cox,Amityville,NY,11701,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,2,299.99,0.07,278.9907,557.9814,2016-10-11,2016-10-12,2016-10-13,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
502,1,Shaunda Barnett,Longview,TX,75604,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,1,269.99,0.05,256.4905,256.4905,2016-10-12,2016-10-13,2016-10-13,4,Rowlett Bikes,Rowlett,TX,75088,Layla Terrell
503,1,Yvonne Bean,Wappingers Falls,NY,12590,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,2,269.99,0.07,251.0907,502.1814,2016-10-13,2016-10-16,2016-10-14,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
503,2,Yvonne Bean,Wappingers Falls,NY,12590,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2016,1,1549.00,0.05,1471.5500,1471.5500,2016-10-13,2016-10-16,2016-10-14,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
504,1,Mercedez Brooks,Duarte,CA,91010,Electra Townie Original 21D - 2016,Electra,Comfort Bicycles,2016,2,549.99,0.10,494.9910,989.9820,2016-10-14,2016-10-15,2016-10-15,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
504,2,Mercedez Brooks,Duarte,CA,91010,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,2016,2,749.99,0.05,712.4905,1424.9810,2016-10-14,2016-10-15,2016-10-15,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Mireya Copeland
505,1,Erlinda Osborne,West Islip,NY,11795,Electra Townie Original 7D EQ - 2016,Electra,Comfort Bicycles,2016,1,599.99,0.20,479.9920,479.9920,2016-10-14,2016-10-16,2016-10-17,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
506,1,Lory Berg,Oswego,NY,13126,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,2016,1,499.99,0.10,449.9910,449.9910,2016-10-14,2016-10-16,2016-10-16,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
506,2,Lory Berg,Oswego,NY,13126,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2016,1,3999.99,0.07,3719.9907,3719.9907,2016-10-14,2016-10-16,2016-10-16,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
507,1,Enoch Rosario,Fresno,CA,93706,Surly Straggler 650b - 2016,Surly,Cyclocross Bicycles,2016,2,1680.99,0.05,1596.9405,3193.8810,2016-10-15,2016-10-17,2016-10-17,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
507,2,Enoch Rosario,Fresno,CA,93706,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,2,269.99,0.07,251.0907,502.1814,2016-10-15,2016-10-17,2016-10-17,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
507,3,Enoch Rosario,Fresno,CA,93706,Electra Townie Original 7D EQ - Women's - 2016,Electra,Cruisers Bicycles,2016,2,599.99,0.10,539.9910,1079.9820,2016-10-15,2016-10-17,2016-10-17,4,Santa Cruz Bikes,Santa Cruz,CA,95060,Genna Serrano
508,1,Octavia Donaldson,Levittown,NY,11756,Trek Remedy 29 Carbon Frameset - 2016,Trek,Mountain Bikes,2016,1,1799.99,0.05,1709.9905,1709.9905,2016-10-15,2016-10-18,2016-10-18,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
508,2,Octavia Donaldson,Levittown,NY,11756,Ritchey Timberwolf Frameset - 2016,Ritchey,Mountain Bikes,2016,2,749.99,0.05,712.4905,1424.9810,2016-10-15,2016-10-18,2016-10-18,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
508,3,Octavia Donaldson,Levittown,NY,11756,Surly Straggler - 2016,Surly,Cyclocross Bicycles,2016,2,1549.00,0.05,1471.5500,2943.1000,2016-10-15,2016-10-18,2016-10-18,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
508,4,Octavia Donaldson,Levittown,NY,11756,Electra Townie Original 7D - 2015/2016,Electra,Comfort Bicycles,2016,1,499.99,0.07,464.9907,464.9907,2016-10-15,2016-10-18,2016-10-18,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
509,1,Jeromy Elliott,Bay Shore,NY,11706,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,2,299.99,0.20,239.9920,479.9840,2016-10-16,2016-10-17,2016-10-17,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
509,2,Jeromy Elliott,Bay Shore,NY,11706,Trek Fuel EX 8 29 - 2016,Trek,Mountain Bikes,2016,2,2899.99,0.05,2754.9905,5509.9810,2016-10-16,2016-10-17,2016-10-17,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
510,1,Ulysses Gaines,Monsey,NY,10952,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2016,1,429.00,0.10,386.1000,386.1000,2016-10-17,2016-10-18,2016-10-18,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
511,1,Klara Mosley,Port Chester,NY,10573,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra,Children Bicycles,2016,2,269.99,0.05,256.4905,512.9810,2016-10-18,2016-10-20,2016-10-19,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
511,2,Klara Mosley,Port Chester,NY,10573,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,1,269.99,0.10,242.9910,242.9910,2016-10-18,2016-10-20,2016-10-19,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
512,1,Jacquline Duncan,Jackson Heights,NY,11372,Electra Cruiser 1 (24-Inch) - 2016,Electra,Children Bicycles,2016,1,269.99,0.07,251.0907,251.0907,2016-10-19,2016-10-22,2016-10-20,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
513,1,Lory Page,Bay Shore,NY,11706,Trek Slash 8 27.5 - 2016,Trek,Mountain Bikes,2016,1,3999.99,0.07,3719.9907,3719.9907,2016-10-19,2016-10-21,2016-10-21,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
513,2,Lory Page,Bay Shore,NY,11706,Electra Cruiser 1 (24-Inch) - 2016,Electra,Cruisers Bicycles,2016,1,269.99,0.20,215.9920,215.9920,2016-10-19,2016-10-21,2016-10-21,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
513,3,Lory Page,Bay Shore,NY,11706,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra,Children Bicycles,2016,1,299.99,0.07,278.9907,278.9907,2016-10-19,2016-10-21,2016-10-21,4,Baldwin Bikes,Baldwin,NY,11432,Marcelene Boyer
514,1,Guillermo Hart,New York,NY,10002,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles,Cruisers Bicycles,2016,2,449.00,0.20,359.2000,718.4000,2016-10-19,2016-10-21,2016-10-20,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
514,2,Guillermo Hart,New York,NY,10002,Pure Cycles Vine 8-Speed - 2016,Pure Cycles,Cruisers Bicycles,2016,2,429.00,0.07,398.9700,797.9400,2016-10-19,2016-10-21,2016-10-20,4,Baldwin Bikes,Baldwin,NY,11432,Venita Daniel
